Course	Room	Teacher	Time	Students
004034	TAYC	0031486	5	0919772 0965927 1039831 1065271 1081939 3080198 
001424	CARP15	0024663	22	0947693 1010741 1095157 1117264 1140609 1169968 1172355 3073138 3073357 3074551 
001768	EHI	0027799	44	0952594 0987613 0988826 0993566 0995269 1003100 1018817 1024213 1058180 1095349 
002153	PK180	0986606	5	0959092 0987937 1001613 1005059 1010643 1017492 1017832 1029737 1045379 1055078 1055348 1056980 1059469 1059572 1064605 1064752 1065148 1066309 1077161 1079366 1079771 1080303 1081101 1082150 1082315 1082907 1083594 1084057 1085106 1088558 1088785 1090933 1097648 1099059 1101406 1104216 1111549 1116854 1117320 1119989 1131189 1133174 1134358 1139478 1142418 1143639 
002932	CARP13	1168430	24	0959092 0999195 1046086 1077963 1094929 
008780	GIL101	0431786	22	0960037 0993566 1018252 1025629 1025845 1076274 1078508 1080149 1081006 1086802 1088690 1128560 1146215 1172397 3071734 3078408 
009363	TAYE	0125630	24	0967042 0971073 0972633 0976318 0988245 1009104 
005122	TAYSEM	0031560	19	0976318 1041559 
006524	PK227	0127086	22	0986262 1055078 1067251 3082398 
003274	DAL105	3094764	5	0988100 0988245 1003128 1015275 1041140 1056203 1056600 1066335 
002409	TAYD	0697660	56	0991672 0998351 1005315 1019025 1023494 1034578 1055640 1058242 1082905 1104356 
001427	TH111	0031632	9	0993169 0999195 1017840 1068052 1077257 1082919 1083627 1086927 1172355 3074551 
005286	TH224	0493856	5	0999833 1054176 1057592 
007882	RCCON	0742958	22	1001905 1002241 1039943 1040045 1040618 1046439 1047318 1058048 
002395	ROSTUD	3093827	22	1005102 1019674 1019827 1034578 1065945 
002564	PK232	1167856	19	1006438 1017339 1080653 1171297 
006849	PK337	3092559	22	1009729 1049299 1100129 1159063 1160885 1171297 3071151 
003426	EHSEM	1084371	19	1018174 1077003 3070090 
006510	CARP13	0031621	22	1024283 1076877 
005846	CAN314	0031416	19	1028249 1089147 1119989 1140609 3072293 
003407	EHSEM	1051448	5	1067382 1171297 3075188 
007888	RCSEM	0217682	5	1076085 
005120	TAYSEM	0031560	22	1080653 1088173 1088384 1111549 1131918 1169257 3084099 
